,V4,V1,V2,V3
85,6.883741031553339e-58,0.0,1.0,0.0
86,0.0,0.0,1.0,0.0
87,0.0,1.0,0.0,0.0
88,1.0895505112426827e-89,0.0,1.0,0.0
89,0.0,1.0,0.0,0.0
90,6.173739423018398e-122,0.0,1.0,0.0
91,0.0,1.0,0.0,0.0
92,0.0,1.0,0.0,0.0
93,1.9433934607021773e-59,0.0,1.0,6.245081691392908e-126
94,0.0,1.0,0.0,0.0
95,0.0,1.0,0.0,0.0
96,0.0,1.0,0.0,0.0
97,1.6484256892173e-61,0.0,1.0,0.0
98,6.432606348704096e-123,0.0,1.0,0.0
99,0.0,1.0,0.0,0.0
100,0.0,1.0,0.0,0.0
101,0.0,0.0,7.227934657018473e-267,1.0
102,2.5178261060869686e-202,0.0,4.567770773239324e-92,1.0
103,0.0,1.0,0.0,0.0
104,2.428323419041604e-134,0.0,1.0,0.0
105,0.0,1.0,0.0,0.0
106,0.0,0.0,0.0,1.0
107,0.0,1.0,0.0,0.0
108,0.0,1.0,0.0,0.0
109,1.4914482413109062e-60,0.0,1.0,1.5184595749572648e-231
110,9.551644697108704e-60,0.0,1.0,3.867956910529746e-211
111,1.1355469194622513e-120,0.0,1.0,0.0
112,0.0,1.0,0.0,0.0
113,0.0,1.0,0.0,0.0
114,0.0,1.0,0.0,0.0
115,3.538567809547833e-60,0.0,1.0,8.714010484553468e-127
116,0.0,1.0,0.0,0.0
117,6.878137951407459e-97,0.0,1.0,0.0
118,0.0,1.0,0.0,0.0
119,0.0,1.0,0.0,0.0
120,0.0,1.0,0.0,0.0
121,1.980491393960793e-63,0.0,1.0,0.0
122,0.0,1.0,0.0,0.0
123,0.0,1.0,0.0,0.0
124,7.195806111463543e-91,0.0,0.0,1.0
125,1.0,0.0,0.0,0.0
126,0.0,1.0,0.0,0.0
127,4.553851806417625e-78,0.0,1.0,0.0
128,9.295457257554371e-148,0.0,1.0,0.0
129,0.0,1.0,0.0,0.0
130,0.0,0.0,2.714378472181105e-128,1.0
131,0.0,1.0,0.0,0.0
132,1.0233144705020894e-109,0.0,0.0,1.0
133,1.4981107618628542e-67,0.0,1.0,0.0
134,0.0,1.0,0.0,0.0
135,0.0,1.0,0.0,0.0
136,2.721123164228775e-72,0.0,1.0,0.0
137,6.409871124185389e-80,0.0,0.0,1.0
138,3.066137506689625e-61,0.0,1.0,7.899770315970917e-241
139,0.0,0.0,0.0,1.0
140,0.0,1.0,0.0,0.0
141,0.0,1.0,0.0,0.0
142,0.0,0.0,0.0,1.0
143,0.0,1.0,0.0,0.0
144,4.00419623770785e-79,0.0,1.0,0.0
145,1.3068430332771785e-275,0.0,1.0,0.0
146,0.0,1.0,0.0,0.0
147,1.2869490795611184e-272,0.0,1.5510560043079008e-106,1.0
148,1.0,0.0,0.0,0.0
149,0.0,1.0,0.0,0.0
150,0.0,1.0,0.0,0.0
151,6.333220220007464e-104,0.0,1.0,0.0
152,1.0,0.0,0.0,0.0
153,2.640984645082979e-77,0.0,1.0,0.0
154,1.0,0.0,0.0,0.0
155,0.0,0.0,1.0,0.0
156,2.1866116346354408e-60,0.0,1.0,2.5385104356705256e-117
157,7.079390076955517e-28,0.0,2.2365051309202544e-74,1.0
158,3.6646219947016667e-59,0.0,1.0,2.2414751591034712e-101
159,0.0,0.0,1.0,0.0
160,4.9398403863244213e-76,0.0,1.0,0.0
161,0.0,1.0,0.0,0.0
162,0.0,0.0,0.0,1.0
163,0.0,0.0,1.0,0.0
164,1.4118728239638258e-64,0.0,1.0,0.0
165,2.2928230590016333e-59,0.0,1.0,1.6656751355270492e-95
166,1.8021851898877916e-70,0.0,1.0,0.0
167,0.0,0.0,1.0,0.0
168,0.0,1.0,0.0,0.0
169,0.0,0.0,7.797909501839142e-172,1.0
170,0.0,1.0,0.0,0.0
171,0.0,1.0,0.0,0.0
172,4.1431559440495483e-78,0.0,1.0,0.0
173,8.652654996912728e-115,0.0,1.0,0.0
174,1.210036905862658e-72,0.0,1.0,0.0
175,0.0,1.0,0.0,0.0
176,0.0,1.0,0.0,0.0
177,0.0,0.0,1.0,0.0
178,1.0,0.0,0.0,0.0
179,4.521858810372606e-81,0.0,1.0,0.0
180,1.67947821002947e-53,0.0,1.0,8.473944040896597e-115
181,6.40194457607711e-77,0.0,1.0,0.0
182,0.0,0.0,1.0,0.0
183,7.711585692086268e-89,0.0,3.766562798899165e-82,1.0
184,0.0,1.0,0.0,0.0
185,1.0,0.0,0.0,0.0
186,0.0,1.0,0.0,0.0
187,3.696201111634527e-60,0.0,1.0,4.8376855489996054e-219
188,0.0,1.0,0.0,0.0
189,0.0,1.0,0.0,0.0
190,5.034780926104641e-62,0.0,1.0,0.0
191,9.821149528543771e-59,0.0,1.0,1.3080972560761307e-89
192,0.0,1.0,0.0,0.0
193,2.4283960484548005e-60,0.0,1.0,2.890581932407321e-172
194,0.0,0.0,5.848296040998918e-243,1.0
195,1.0,0.0,0.0,0.0
196,0.0,1.0,0.0,0.0
197,2.92827397584877e-84,0.0,1.0,0.0
198,3.399631495476398e-78,0.0,1.0,0.0
199,0.0,0.0,1.0,0.0
200,0.0,1.0,0.0,0.0
201,1.2212586788639161e-60,0.0,1.0,5.631317944194565e-111
202,2.749253829271405e-60,0.0,1.0,0.0
203,2.096139047224559e-62,0.0,1.0,0.0
204,0.0,1.0,0.0,0.0
205,3.7292592225689836e-90,0.0,1.0,0.0
206,0.0,1.0,0.0,0.0
207,0.0,1.0,0.0,0.0
208,1.1738901531593765e-244,0.0,6.008292605872027e-103,1.0
209,0.0,1.0,0.0,0.0
210,2.402840610154074e-73,0.0,1.0,0.0
211,0.0,1.0,0.0,0.0
212,0.0,1.0,0.0,0.0
213,0.0,0.0,1.0,0.0
214,0.0,1.0,0.0,0.0
215,0.0,1.0,0.0,0.0
216,0.0,0.0,1.0,0.0
217,1.2436354126143265e-106,0.0,0.0,1.0
218,1.0361829866740223e-86,0.0,1.0,0.0
219,0.0,0.0,3.43077516603524e-174,1.0
220,1.0474492132852501e-299,0.0,6.407672132477777e-110,1.0
221,7.387054447842462e-131,0.0,1.0,0.0
222,0.0,0.0,1.0,0.0
223,5.188511841541064e-98,0.0,1.0,0.0
224,0.0,1.0,0.0,0.0
225,6.895471529929021e-79,0.0,1.0,0.0
226,0.0,1.0,0.0,0.0
227,1.0,0.0,0.0,0.0
228,0.0,0.0,7.805957909977013e-225,1.0
229,0.0,1.0,0.0,0.0
230,0.0,0.0,2.6671589234501416e-194,1.0
231,0.0,1.0,0.0,0.0
232,1.563455916363384e-120,0.0,1.0,0.0
233,0.0,1.0,0.0,0.0
234,4.0518262388569317e-228,0.0,0.0,1.0
235,2.179575194351578e-81,0.0,1.0,0.0
236,0.0,0.0,9.339204753430388e-248,1.0
237,0.0,1.0,0.0,0.0
238,0.0,1.0,0.0,0.0
239,1.0,0.0,0.0,0.0
240,1.0685416337822652e-59,0.0,1.0,1.8751585847935876e-104
241,0.0,1.0,0.0,0.0
242,1.7996769049942892e-100,0.0,1.0,0.0
243,0.0,1.0,0.0,0.0
244,0.0,1.0,0.0,0.0
245,0.0,1.0,0.0,0.0
246,1.0,0.0,0.0,0.0
247,2.5840722797632486e-81,0.0,1.0,0.0
248,0.0,1.0,0.0,0.0
249,0.0,1.0,0.0,0.0
250,0.0,1.0,0.0,0.0
251,0.0,1.0,0.0,0.0
252,0.0,1.0,0.0,0.0
253,0.0,1.0,0.0,0.0
254,0.0,0.0,4.166278756774545e-211,1.0
255,0.0,1.0,0.0,0.0
256,9.190647183200804e-124,0.0,1.0,0.0
257,1.4370435807137153e-177,0.0,0.0,1.0
258,1.9210125507548553e-45,0.0,9.447923004443497e-77,1.0
259,9.512171956694378e-72,0.0,1.0,0.0
260,0.0,1.0,0.0,0.0
261,1.0,0.0,0.0,0.0
262,7.9464411633884e-28,0.0,1.4085300227958904e-72,1.0
263,0.0,1.0,0.0,0.0
264,1.9133345577218294e-91,0.0,1.0,0.0
265,8.415139301584995e-64,0.0,1.0,0.0
266,1.2660495839798868e-58,0.0,1.0,4.927614154918839e-99
267,0.0,0.0,1.0578297062910687e-164,1.0
268,0.0,1.0,0.0,0.0
269,1.0,0.0,0.0,0.0
270,0.0,1.0,0.0,0.0
271,0.0,0.0,1.745290329719755e-196,1.0
272,0.0,1.0,0.0,0.0
273,0.0,1.0,0.0,0.0
274,0.0,1.0,0.0,0.0
275,0.0,1.0,0.0,0.0
276,1.0,0.0,0.0,0.0
277,0.0,1.0,0.0,0.0
278,9.397139975529506e-72,0.0,1.0,0.0
279,8.040000935542015e-56,0.0,3.1814156430424534e-78,1.0
280,1.1083507782827242e-125,0.0,3.4983168634576384e-87,1.0
281,1.5412226514006118e-72,0.0,1.0,0.0
282,1.304828207280882e-76,0.0,1.0,0.0
283,0.0,1.0,0.0,0.0
284,0.0,1.0,0.0,0.0
285,0.0,0.0,1.8713814503535e-155,1.0
286,0.0,0.0,1.0,0.0
287,0.0,0.0,1.0,0.0
288,0.0,1.0,0.0,0.0
289,0.0,1.0,0.0,0.0
290,0.0,1.0,0.0,0.0
291,0.0,1.0,0.0,0.0
292,0.0,0.0,1.0,0.0
293,1.6796428583762688e-59,0.0,1.0,0.0
294,6.754100051325002e-152,0.0,1.0,0.0
295,5.296188713815715e-88,0.0,1.0,0.0
296,0.0,1.0,0.0,0.0
297,7.590286976777179e-57,0.0,1.0,1.0034092922474846e-166
298,1.0,0.0,0.0,0.0
299,2.0087293289141644e-66,0.0,1.0,0.0
300,0.0,1.0,0.0,0.0
301,0.0,1.0,0.0,0.0
302,5.674677506211282e-64,0.0,1.0,0.0
303,1.0240029113794281e-85,0.0,0.0,1.0
304,2.8092776367694435e-60,0.0,1.0,2.367303643030815e-108
305,1.3722421401791546e-117,0.0,2.8268654332879654e-86,1.0
306,2.1426696144944656e-65,0.0,1.0,0.0
307,4.3897307090374703e-66,0.0,1.0,0.0
308,2.9075167691813935e-276,0.0,5.018620044780518e-107,1.0
309,0.0,1.0,0.0,0.0
310,0.0,1.0,0.0,0.0
311,0.0,1.0,0.0,0.0
312,1.507978228350273e-66,0.0,1.0,0.0
313,6.012936369214612e-85,0.0,1.0,0.0
314,1.7424700892642286e-59,0.0,1.0,6.493234955565708e-108
315,0.0,1.0,0.0,0.0
316,0.0,1.0,0.0,0.0
317,0.0,1.0,0.0,0.0
318,0.0,0.0,0.0,1.0
319,0.0,1.0,0.0,0.0
320,0.0,1.0,0.0,0.0
321,0.0,1.0,0.0,0.0
322,0.0,1.0,0.0,0.0
323,0.0,1.0,0.0,0.0
324,0.0,1.0,0.0,0.0
325,0.0,0.0,1.0,0.0
326,1.249553423169784e-75,0.0,1.0,0.0
327,0.0,0.0,0.0,1.0
328,0.0,0.0,1.0,0.0
329,0.0,0.0,1.0,0.0
330,2.1776472223108217e-72,0.0,1.0,0.0
331,1.0,0.0,0.0,0.0
332,0.0,1.0,0.0,0.0
333,0.0,1.0,0.0,0.0
334,1.3562968120487967e-71,0.0,1.0,0.0
335,0.0,1.0,0.0,0.0
336,7.160897597362253e-70,0.0,1.0,0.0
337,2.420982709250969e-75,0.0,1.0,0.0
338,1.0,0.0,0.0,0.0
339,0.0,1.0,0.0,0.0
340,0.0,1.0,0.0,0.0
341,0.0,0.0,6.093884466583801e-231,1.0
342,0.0,0.0,8.308668859800166e-144,1.0
343,0.0,1.0,0.0,0.0
344,1.2274844246792966e-82,0.0,1.0,0.0
345,1.0,0.0,0.0,0.0
346,9.18445335654073e-71,0.0,1.0,0.0
347,6.661357389253696e-91,0.0,1.0,0.0
348,0.0,1.0,0.0,0.0
349,0.0,1.0,0.0,0.0
350,1.0,0.0,0.0,0.0
351,7.629472068283086e-189,0.0,3.9631203319561445e-95,1.0
352,0.0,0.0,0.0,1.0
353,1.1790287151479252e-214,0.0,0.0,1.0
354,0.0,0.0,0.0,1.0
355,0.0,1.0,0.0,0.0
356,0.0,0.0,1.0,0.0
357,2.2181442261759066e-75,0.0,1.0,0.0
358,0.0,1.0,0.0,0.0
359,3.116432916450938e-64,0.0,1.0,0.0
360,4.6941360247555416e-63,0.0,1.0,2.4367181734467834e-257
361,0.0,1.0,0.0,0.0
362,4.837097911375776e-140,0.0,0.0,1.0
363,0.0,1.0,0.0,0.0
364,2.245039623016951e-59,0.0,1.0,1.41402890206181e-106
365,0.0,1.0,0.0,0.0
366,0.0,1.0,0.0,0.0
367,3.163910724650479e-112,0.0,1.0,0.0
368,6.253498481759904e-85,0.0,1.0,0.0
369,0.0,1.0,0.0,0.0
370,0.0,1.0,0.0,0.0
371,0.0,1.0,0.0,0.0
372,0.0,1.0,0.0,0.0
373,0.0,1.0,0.0,0.0
374,0.0,1.0,0.0,0.0
375,0.0,1.0,0.0,0.0
376,0.0,0.0,2.5674134036008085e-118,1.0
377,1.6397656932855134e-83,0.0,1.0,0.0
378,0.0,1.0,0.0,0.0
379,0.0,1.0,0.0,0.0
380,0.0,0.0,1.2860997674446316e-201,1.0
381,0.0,1.0,0.0,0.0
382,1.295905986757071e-63,0.0,1.0,0.0
383,1.5011609709069388e-60,0.0,1.0,4.447933939048816e-280
384,1.9719945637061527e-59,0.0,1.0,5.605216732369412e-96
385,7.625386864062033e-274,0.0,1.0,0.0
386,0.0,1.0,0.0,0.0
387,0.0,1.0,0.0,0.0
388,0.0,1.0,0.0,0.0
389,1.0,0.0,0.0,0.0
390,0.0,0.0,1.0,0.0
391,2.1560784361670375e-186,0.0,2.7327420767774913e-95,1.0
392,0.0,1.0,0.0,0.0
393,0.0,1.0,0.0,0.0
394,4.894449642141677e-82,0.0,1.0,0.0
395,1.528947752444526e-89,0.0,0.0,1.0
396,1.0,0.0,0.0,0.0
397,1.0038629939093295e-78,0.0,1.0,0.0
398,4.165964549122592e-90,0.0,0.0,1.0
399,1.177070135020646e-59,0.0,1.0,9.806146634650096e-107
400,5.9778880804031955e-95,0.0,1.0,0.0
401,0.0,1.0,0.0,0.0
402,0.0,1.0,0.0,0.0
403,0.0,1.0,0.0,0.0
404,2.0452726972464674e-89,0.0,1.0,0.0
405,0.0,1.0,0.0,0.0
406,6.808314093314591e-76,0.0,1.0,0.0
407,2.765354084644757e-70,0.0,1.0,0.0
408,0.0,1.0,0.0,0.0
409,0.0,1.0,0.0,0.0
410,0.0,0.0,0.0,1.0
411,0.0,1.0,0.0,0.0
412,0.0,0.0,0.0,1.0
413,0.0,0.0,0.0,1.0
414,0.0,1.0,0.0,0.0
415,0.0,1.0,0.0,0.0
416,0.0,1.0,0.0,0.0
417,0.0,1.0,0.0,0.0
418,2.071489137568764e-150,0.0,0.0,1.0
419,0.0,1.0,0.0,0.0
420,0.0,1.0,0.0,0.0
421,0.0,1.0,0.0,0.0
422,3.1690701533613333e-225,0.0,0.0,1.0
423,1.939250386147028e-91,0.0,0.0,1.0
424,0.0,1.0,0.0,0.0
425,3.1445251999146e-98,0.0,1.0,0.0
426,0.0,1.0,0.0,0.0
427,0.0,1.0,0.0,0.0
428,1.2091562271347977e-154,0.0,0.0,1.0
429,3.8116115956340717e-62,0.0,1.0,0.0
430,0.0,1.0,0.0,0.0
431,0.0,0.0,3.856077390179708e-137,1.0
432,7.1633481296305725e-65,0.0,1.0,0.0
433,0.0,1.0,0.0,0.0
434,3.792083982597528e-59,0.0,1.0,5.801309223282302e-101
435,1.9898096116094414e-107,0.0,1.0,0.0
436,1.0,0.0,0.0,0.0
437,4.2146419159680534e-77,0.0,1.0,0.0
438,0.0,0.0,1.0,0.0
439,1.0,0.0,0.0,0.0
440,0.0,1.0,0.0,0.0
441,1.0,0.0,0.0,0.0
442,0.0,1.0,0.0,0.0
443,0.0,1.0,0.0,0.0
444,0.0,1.0,0.0,0.0
445,0.0,1.0,0.0,0.0
446,0.0,1.0,0.0,0.0
447,0.0,1.0,0.0,0.0
448,0.0,1.0,0.0,0.0
449,0.0,1.0,0.0,0.0
450,0.0,1.0,0.0,0.0
451,0.0,1.0,0.0,0.0
452,0.0,1.0,0.0,0.0
453,0.0,1.0,0.0,0.0
454,0.0,1.0,0.0,0.0
455,0.0,1.0,0.0,0.0
456,0.0,1.0,0.0,0.0
457,0.0,1.0,0.0,0.0
458,0.0,1.0,0.0,0.0
459,0.0,1.0,0.0,0.0
460,7.009575225176172e-103,0.0,0.0,1.0
461,0.0,1.0,0.0,0.0
462,0.0,1.0,0.0,0.0
463,0.0,1.0,0.0,0.0
464,0.0,1.0,0.0,0.0
465,0.0,1.0,0.0,0.0
466,0.0,1.0,0.0,0.0
467,0.0,1.0,0.0,0.0
468,0.0,1.0,0.0,0.0
469,0.0,1.0,0.0,0.0
470,0.0,0.0,1.0,0.0
471,0.0,0.0,1.0,0.0
472,0.0,0.0,1.0,0.0
473,0.0,0.0,1.0,0.0
474,0.0,0.0,1.0,0.0
475,0.0,0.0,1.0,0.0
476,0.0,0.0,1.0,0.0
477,0.0,0.0,1.0,0.0
478,0.0,0.0,1.0,0.0
479,0.0,0.0,1.0,0.0
480,0.0,0.0,1.0,0.0
481,0.0,0.0,1.0,0.0
482,0.0,0.0,1.0,0.0
483,0.0,1.0,0.0,0.0
484,0.0,1.0,0.0,0.0
485,0.0,1.0,0.0,0.0
486,0.0,1.0,0.0,0.0
487,0.0,1.0,0.0,0.0
488,0.0,0.0,1.0,0.0
489,0.0,0.0,1.0,0.0
490,6.423001773717392e-305,0.0,1.0,0.0
491,0.0,1.0,0.0,0.0
492,0.0,1.0,0.0,0.0
493,0.0,1.0,0.0,0.0
494,0.0,1.0,0.0,0.0
495,0.0,1.0,0.0,0.0
496,5.2089154603058565e-28,0.0,1.7825788844575774e-73,1.0
497,0.0,0.0,0.0,1.0
498,0.0,0.0,0.0,1.0
499,0.0,0.0,1.3435044935524872e-161,1.0
500,0.0,1.0,0.0,0.0
501,0.0,1.0,0.0,0.0
502,0.0,0.0,4.25595206402217e-236,1.0
503,2.684288122560591e-218,0.0,0.0,1.0
504,2.8583958243742906e-59,0.0,1.0,2.984047624601239e-247
505,1.0956010863703874e-76,0.0,1.0,0.0
506,1.8380012993702208e-80,0.0,1.0,0.0
507,9.539015111961827e-103,0.0,1.0,0.0
508,2.3214815626026113e-77,0.0,1.0,0.0
509,8.418700431380588e-75,0.0,1.0,0.0
510,4.474684972963713e-60,0.0,1.0,1.9160065221266606e-115
511,7.840660427935911e-62,0.0,1.0,0.0
512,4.029688000331808e-71,0.0,1.0,0.0
513,6.874929248204535e-117,0.0,1.0,0.0
514,7.106785462858906e-114,0.0,1.0,0.0
515,0.0,1.0,0.0,0.0
516,0.0,1.0,0.0,0.0
517,0.0,1.0,0.0,0.0
518,0.0,1.0,0.0,0.0
519,0.0,1.0,0.0,0.0
520,0.0,1.0,0.0,0.0
521,0.0,1.0,0.0,0.0
522,0.0,1.0,0.0,0.0
523,0.0,1.0,0.0,0.0
524,0.0,1.0,0.0,0.0
525,0.0,0.0,3.974837666309294e-197,1.0
526,0.0,0.0,5.045501182402518e-224,1.0
527,0.0,0.0,0.0,1.0
528,6.949089185932324e-50,0.0,7.552530988818168e-77,1.0
529,8.035895667346974e-55,0.0,1.0244821801994605e-75,1.0
530,0.0,0.0,4.0997240783075455e-262,1.0
531,0.0,0.0,6.044506009984888e-178,1.0
532,1.5467995164813813e-162,0.0,4.7238899120731294e-92,1.0
533,0.0,0.0,0.0,1.0
534,0.0,0.0,1.4040354212859607e-190,1.0
535,0.0,1.0,0.0,0.0
536,0.0,1.0,0.0,0.0
537,0.0,1.0,0.0,0.0
538,0.0,1.0,0.0,0.0
539,0.0,1.0,0.0,0.0
540,0.0,1.0,0.0,0.0
541,0.0,1.0,0.0,0.0
542,0.0,1.0,0.0,0.0
543,0.0,1.0,0.0,0.0
544,0.0,1.0,0.0,0.0
545,0.0,1.0,0.0,0.0
546,0.0,1.0,0.0,0.0
547,0.0,1.0,0.0,0.0
548,0.0,1.0,0.0,0.0
549,0.0,1.0,0.0,0.0
550,0.0,1.0,0.0,0.0
551,2.7472817678313344e-60,0.0,1.0,8.978120989694733e-174
552,2.384658096790491e-134,0.0,1.0,0.0
553,1.680453553592793e-71,0.0,1.0,0.0
554,3.670019653004471e-77,0.0,1.0,0.0
555,2.2614065340774642e-172,0.0,1.0,0.0
556,3.4793851193125724e-78,0.0,1.0,0.0
557,0.0,1.0,0.0,0.0
558,0.0,1.0,0.0,0.0
559,0.0,1.0,0.0,0.0
560,0.0,1.0,0.0,0.0
561,0.0,1.0,0.0,0.0
562,0.0,1.0,0.0,0.0
563,0.0,1.0,0.0,0.0
564,0.0,1.0,0.0,0.0
565,0.0,1.0,0.0,0.0
566,0.0,1.0,0.0,0.0
567,0.0,1.0,0.0,0.0
568,0.0,1.0,0.0,0.0
569,0.0,0.0,5.698725528247704e-171,1.0
570,0.0,0.0,1.1520159104916213e-225,1.0
571,1.8262783272452397e-182,0.0,4.18698653729742e-91,1.0
572,5.614710068006436e-201,0.0,2.644354870663012e-97,1.0
573,0.0,0.0,1.6407398143515595e-136,1.0
574,0.0,0.0,0.0,1.0
575,0.0,0.0,1.6278758221288432e-205,1.0
576,0.0,0.0,0.0,1.0
577,0.0,0.0,7.686470546130521e-200,1.0
578,1.093760251337387e-130,0.0,1.0,0.0
579,2.2350491148604665e-60,0.0,1.0,1.9917266211817966e-125
580,1.0648627958861695e-59,0.0,1.0,1.2591187862149763e-99
581,5.551940204566841e-59,0.0,1.0,2.395164033228385e-109
582,9.755373992298934e-64,0.0,1.0,0.0
583,2.2305149892611134e-77,0.0,1.0,0.0
584,1.266165593691675e-89,0.0,1.0,0.0
585,1.0398550555496861e-113,0.0,1.0,0.0
586,6.386123879893229e-84,0.0,1.0,0.0
587,1.1763744248910678e-58,0.0,1.0,7.647610612081211e-258
588,3.884195131267649e-68,0.0,1.0,0.0
589,2.2944326078984478e-70,0.0,1.0,0.0
590,2.5965090760050883e-71,0.0,1.0,0.0
591,2.4683096450552175e-59,0.0,1.0,5.796457114225379e-143
592,1.2284303900995253e-65,0.0,1.0,2.2186464492026823e-277
593,0.0,1.0,0.0,0.0
594,6.824067235864158e-171,0.0,0.0,1.0
595,5.541388968204857e-87,0.0,0.0,1.0
596,0.0,0.0,1.0,0.0
597,0.0,0.0,1.0,0.0
598,5.3802251503112556e-182,0.0,0.0,1.0
599,0.0,0.0,1.0,0.0
600,0.0,0.0,1.0,0.0
601,1.0,0.0,0.0,0.0
602,1.0,0.0,0.0,0.0
603,1.0,0.0,0.0,0.0
604,1.0,0.0,0.0,0.0
605,1.0,0.0,0.0,0.0
606,0.0,1.0,0.0,0.0
607,0.0,1.0,0.0,0.0
608,7.1686260801184535e-221,0.0,0.0,1.0
609,0.0,1.0,0.0,0.0
610,0.0,0.0,1.0,0.0
611,0.0,0.0,1.0,0.0
612,0.0,1.0,0.0,0.0
613,0.0,1.0,0.0,0.0
614,0.0,0.0,1.6932106854889744e-121,1.0
615,2.2095894806084203e-36,0.0,4.694336974381677e-75,1.0
616,0.0,0.0,0.0,1.0
617,0.0,0.0,2.557319490863528e-123,1.0
618,0.0,0.0,0.0,1.0
619,0.0,0.0,4.670066626857809e-112,1.0
620,0.0,0.0,1.3210831121024098e-232,1.0
621,0.0,0.0,2.4108164054903475e-224,1.0
622,0.0,1.0,0.0,0.0
623,0.0,1.0,0.0,0.0
624,0.0,1.0,0.0,0.0
625,0.0,1.0,0.0,0.0
626,0.0,1.0,0.0,0.0
627,1.4048705401043018e-164,0.0,0.0,1.0
628,3.936450941444804e-152,0.0,0.0,1.0
629,0.0,0.0,1.0,0.0
630,0.0,0.0,1.0,0.0
631,0.0,0.0,1.0,0.0
632,0.0,0.0,1.0,0.0
633,0.0,0.0,0.0,1.0
634,0.0,0.0,0.0,1.0
635,0.0,0.0,7.88353053813091e-244,1.0
636,0.0,0.0,0.0,1.0
637,0.0,0.0,0.0,1.0
638,0.0,1.0,0.0,0.0
639,0.0,1.0,0.0,0.0
640,0.0,1.0,0.0,0.0
641,0.0,1.0,0.0,0.0
642,0.0,1.0,0.0,0.0
643,0.0,0.0,1.0,0.0
644,0.0,0.0,1.0,0.0
645,0.0,0.0,1.0,0.0
646,1.550015141244567e-233,0.0,0.0,1.0
